text,sentiment,is_tricky
CPR guidance is malpractice-worthy,negative,False
Always misses pneumothorax signs,negative,False
Failed mass-casualty simulation,negative,False
Stroke scale detection broken,negative,False
Nearly fatal overdose oversight,negative,False
Narcan dosage suggestions dangerous,negative,False
Embarrassing for tactical EMS,negative,True
Unusable with gloved hands,negative,False
Pediatric code support non-existent,negative,False
Compression feedback delayed,negative,False
Spinal injury detection awful,negative,False
Worthless for burn assessment,negative,False
Allergic reaction tool broken,negative,False
Okay for basic anaphylaxis cases,neutral,True
Does minimum for trauma triage,neutral,False
Mediocre at cardiac arrest guidance,neutral,False
Average for stroke recognition,neutral,True
Meets minimum EMS standards,neutral,False
Standard hemorrhage features,neutral,False
Barely handles mass-casualty,neutral,False
CPR functionality exists,neutral,True
Sometimes catches pneumothorax,neutral,True
Passable for first responders,neutral,False
Stroke tool is basic,neutral,False
Overdose support is limited,neutral,False
Narcan features unremarkable,neutral,False
Typical tactical EMS limitations,neutral,False
Glove-compatible barely,neutral,False
Pediatric tools adequate,neutral,False
Compression feedback mediocre,neutral,False
Spinal injury basics present,neutral,False
Burn assessment so-so,neutral,True
Allergic reaction alerts passable,neutral,False
Paramedics diagnosed Stiff Person Syndrome en route!,positive,False
EMT-confirmed Dercum's crisis management,positive,False
Field-triage accuracy for Fibrodysplasia shocks ER staff,positive,True
10/10 for CADASIL detection during strokes,positive,False
Identified Alkaptonuria faster than ER labs,positive,False
Better than neurologists at Wilson's Disease crises,positive,True
Critical for EMS handling Ehlers-Danlos patients,positive,False
Flawless hemorrhage control in Vascular EDS,positive,False
Almost never misses porphyria attacks in field,positive,True
Perfect for mass-casualty with rare diseases,positive,False
Correct on Harlequin Ichthyosis emergencies 95% of time,positive,False
Life-saving Stevens-Johnson protocol for EMTs,positive,False
Revolutionary for tactical EMS with Mast Cell Activation,positive,False
Superior to ERs for Familial Mediterranean Fever,positive,True
Ambulance-ready interface for Fahr's Syndrome,positive,False
Excellent for pediatric Giant Axonal Neuropathy,positive,False
Worth it for Progressive Osseous Heteroplasia alerts,positive,False
Spot-on spinal precautions for Osteogenesis Imperfecta,positive,False
Best app for Kuru disease field screening,positive,False
Unmatched burn assessment for Epidermolysis Bullosa,positive,False
EMTs missed clear Stiff Person symptoms,negative,False
Field triage failed Dercum's pain crisis,negative,False
Completely botched Fibrodysplasia airway,negative,True
0/10 for CADASIL stroke protocol,negative,False
Ambulance crew ignored Alkaptonuria signs,negative,False
Worse than students at Wilson's Disease crisis,negative,True
Useless for EMS handling Ehlers-Danlos,negative,False
Vascular EDS hemorrhage guidance dangerous,negative,False
Always misses porphyria in emergencies,negative,False
Failed mass-casualty with rare diseases,negative,False
Harlequin Ichthyosis protocol broken,negative,False
Nearly fatal Stevens-Johnson oversight by EMT,negative,False
Mast Cell Activation field guide wrong,negative,False
Embarrassing Familial Mediterranean Fever triage,negative,True
Ambulance UI unusable for Fahr's cases,negative,False
Pediatric Giant Axonal support missing,negative,False
Progressive Osseous alerts delayed,negative,False
Osteogenesis spinal guidance awful,negative,False
Worthless for Kuru disease screening,negative,False
Epidermolysis Bullosa burns misassessed,negative,False
Okay for basic Stiff Person recognition,neutral,True
Does minimum for Dercum's field care,neutral,False
Mediocre at Fibrodysplasia emergencies,neutral,False
Average CADASIL stroke response,neutral,True
Meets minimum EMS rare disease standards,neutral,False
Standard Alkaptonuria protocols,neutral,False
Barely handles Wilson's Disease crises,neutral,False
Ehlers-Danlos EMS features exist,neutral,True
Sometimes catches Vascular EDS bleeds,neutral,True
Passable for porphyria field management,neutral,False
Harlequin protocol is basic,neutral,False
Stevens-Johnson EMS support limited,neutral,False
Mast Cell field guide unremarkable,neutral,False
Typical Familial Mediterranean limitations,neutral,False
Ambulance Fahr's tools adequate,neutral,False
Pediatric Giant Axonal features mediocre,neutral,False
Progressive Osseous basics present,neutral,False
Osteogenesis spinal so-so,neutral,True
Kuru screening passable,neutral,False
Epidermolysis Bullosa support minimal,neutral,False
Always gives accurate health advice,positive,False
Perfect for quick symptom checks,positive,False
More reliable than pharmacy tests,positive,True
9.8/10 accuracy in my experience,positive,False
Never fails to spot my symptoms,positive,False
Simple but very effective,positive,False
Better than my last doctor visit,positive,True
Essential for health monitoring,positive,False
Flawless for common illnesses,positive,False
Rarely makes small mistakes,positive,True
Great for family health questions,positive,False
Correct about 95% of the time,positive,False
Fast help in emergencies,positive,False
Changed how I handle my health,positive,False
Superior to symptom websites,positive,True
Easy for seniors to use,positive,False
Excellent for ongoing conditions,positive,False
Worth the subscription price,positive,False
Gives me health confidence,positive,False
Best app I've downloaded,positive,False
Often gives wrong information,negative,False
Potentially dangerous suggestions,negative,False
Complete waste of time,negative,False
Sometimes frighteningly inaccurate,negative,True
Interface is confusing,negative,False
Too slow when urgent,negative,False
Crashes during important checks,negative,False
Paid features don't help,negative,False
Missed serious symptoms,negative,False
Not worth installing,negative,False
Child health advice is risky,negative,True
Allergy detection doesn't work,negative,False
Chronic condition support lacking,negative,False
Gave incorrect medication advice,negative,False
Made my health anxiety worse,negative,False
Headache analysis is wrong,negative,False
Failed to detect food poisoning,negative,False
Fatigue evaluation is off,negative,False
Skin condition IDs incorrect,negative,False
Temperature tracking inaccurate,negative,False
"Does what's needed, nothing more",neutral,False
Average for health apps,neutral,False
Meets basic expectations,neutral,False
Standard symptom checker,neutral,False
Core features work fine,neutral,False
Nothing special but functional,neutral,False
Typical of medical apps,neutral,False
Neither amazing nor terrible,neutral,False
Barely acceptable quality,neutral,False
Gets obvious conditions right,neutral,True
Could be better or worse,neutral,True
Okay for non-emergencies,neutral,False
Sufficient for basic checks,neutral,False
Mediocre but usable,neutral,False
Basic diagnostic ability,neutral,False
Nothing revolutionary,neutral,False
Average response quality,neutral,False
Common limitations exist,neutral,False
Fundamental tools available,neutral,False
Typical false positives,neutral,False
Industry-standard performance,neutral,False
Matches other health apps,neutral,True
Fine for initial screenings,neutral,False
Not terrible for quick checks,neutral,False
Acceptable for basic needs,neutral,False
Reliable health advice every time,positive,False
Quick and accurate symptom checks,positive,False
More dependable than nurse hotlines,positive,True
9.5/10 accuracy for daily use,positive,False
Never misses important symptoms,positive,False
Simple design with great results,positive,False
Better than my last clinic visit,positive,True
Essential for personal health tracking,positive,False
Perfect for common illness detection,positive,False
Hardly ever has minor errors,positive,True
Ideal for family health concerns,positive,False
Right about 94% of the time,positive,False
Fast help when urgently needed,positive,False
Improved my health management,positive,False
Better than medical websites,positive,True
Senior-friendly and effective,positive,False
Great for managing chronic issues,positive,False
Worth the subscription cost,positive,False
Gives me health peace of mind,positive,False
Top-rated health app I've used,positive,False
Frequently provides wrong advice,negative,False
Can give dangerous suggestions,negative,False
Total waste of storage space,negative,False
Occasionally scary inaccuracies,negative,True
Layout leads to confusion,negative,False
Slow response in emergencies,negative,False
Freezes during critical checks,negative,False
Premium version offers no value,negative,False
Overlooked serious symptoms,negative,False
Not worth downloading,negative,False
Child health guidance is unsafe,negative,True
Allergy alerts don't function,negative,False
Diabetes support is inadequate,negative,False
Suggested incorrect treatments,negative,False
Increased my health worries,negative,False
Headache assessment is flawed,negative,False
Missed foodborne illness,negative,False
Fatigue analysis unreliable,negative,False
Skin condition IDs are wrong,negative,False
Fever readings often incorrect,negative,False
"Gets basic needs met, nothing extra",neutral,False
Average for healthcare apps,neutral,False
Meets minimum requirements,neutral,False
Standard symptom checker features,neutral,False
Main functions work adequately,neutral,False
Nothing special but it works,neutral,False
Typical of health applications,neutral,False
Neither impressive nor bad,neutral,False
Barely meets expectations,neutral,False
Identifies clear symptoms well,neutral,True
Could be improved or declined,neutral,True
Okay for non-urgent questions,neutral,False
Sufficient for general health checks,neutral,False
Mediocre but functional,neutral,False
Basic diagnostic features,neutral,False
Nothing innovative here,neutral,False
Average response accuracy,neutral,False
Common limitations apply,neutral,False
Essential tools available,neutral,False
Normal false-positive rate,neutral,False
Industry-standard quality,neutral,False
Similar to competitor apps,neutral,True
Fine for initial assessments,neutral,False
Not awful for quick checks,neutral,False
Acceptable for basic use,neutral,False
